EventID,DisasterType,Date,Latitude,Longitude,Region,Personnel,MedicalSupplies,Shelters,FoodWater,ResponseTime,ResponseDuration,PeopleAffected,PeopleAssisted,InfrastructureCondition,PreparednessTraining,CommunityAwareness,AgenciesInvolved,CoordinationScore,CommunicationScore,EconomicDamage,Casualties,LongTermImpact
177,Tornado,2012-08-23,42.79582375807422,-99.12656354230704,New Orleans,246,127,73,907,fast,medium,high,medium,Good,No,No,high,medium,medium,low,low,8
178,Earthquake,2012-08-28,36.5188323489236,-123.66677908958094,Austin,393,856,77,713,slow,short,medium,high,Good,No,No,medium,medium,medium,medium,low,5
179,Flood,2012-09-03,43.43422679307204,-92.81649136034171,California,293,353,54,1787,medium,long,high,high,Good,No,Yes,medium,high,high,high,low,5
180,Tornado,2012-09-08,28.800067633954495,-122.44433911676164,Phoenix,369,907,20,1479,slow,long,low,medium,Poor,Yes,No,high,medium,low,medium,high,8
181,Earthquake,2012-09-14,40.55783775465778,-86.11144954150058,New Orleans,380,381,11,695,medium,long,high,high,Poor,Yes,Yes,medium,high,high,low,low,8
182,Tornado,2012-09-19,49.713532672802025,-90.27328702603072,California,162,999,68,699,slow,medium,medium,high,Poor,Yes,Yes,medium,high,high,high,high,7
183,Tornado,2012-09-24,27.537548131985474,-71.36180316750766,Alaska,372,864,52,455,fast,long,medium,high,Poor,No,Yes,high,high,medium,low,high,9
184,Tornado,2012-09-30,27.244191344573576,-91.97390246390454,New Orleans,372,907,59,1935,slow,long,high,medium,Fair,No,No,medium,low,high,high,high,5
185,Flood,2012-10-05,38.75827599440625,-87.89920428078538,Houston,450,175,94,758,slow,short,high,medium,Fair,Yes,Yes,medium,medium,low,low,low,7
186,Flood,2012-10-11,30.4921007090142,-107.54529301589317,Austin,293,506,14,524,medium,medium,high,high,Fair,Yes,No,low,medium,high,low,low,7
187,Flood,2012-10-16,47.12988204989887,-73.83785024214318,Austin,128,986,22,620,slow,medium,high,high,Good,Yes,Yes,medium,medium,medium,low,medium,9
188,Earthquake,2012-10-22,41.268406592650734,-80.05865696337564,Austin,290,688,73,937,medium,medium,medium,medium,Good,No,No,medium,medium,low,high,low,6
189,Flood,2012-10-27,49.52996000271541,-108.79628159773011,California,344,775,38,567,slow,long,medium,medium,Fair,No,Yes,high,medium,high,high,low,8
190,Hurricane,2012-11-02,39.12738588098441,-90.52369603826392,Austin,401,948,34,970,medium,long,medium,high,Fair,No,Yes,high,high,low,low,medium,8
191,Flood,2012-11-07,47.27674957705257,-81.57460266840539,Alaska,338,472,88,1409,fast,long,low,medium,Poor,Yes,Yes,medium,high,medium,low,low,5
192,Hurricane,2012-11-13,25.303557755408907,-107.48635451756265,Alaska,452,342,79,895,slow,long,high,high,Good,Yes,No,medium,high,high,medium,high,5
193,Hurricane,2012-11-18,35.48855328814721,-96.64116017829848,New Orleans,278,593,60,431,slow,long,high,medium,Poor,Yes,No,medium,high,medium,low,low,6
194,Flood,2012-11-24,34.31208561353132,-70.73607690887303,New Orleans,425,444,56,1483,medium,long,high,high,Poor,No,No,high,medium,medium,medium,high,5
195,Earthquake,2012-11-29,42.08060759675329,-77.84748281751855,Austin,206,657,70,1751,medium,long,medium,high,Poor,No,No,medium,high,high,medium,high,5
196,Hurricane,2012-12-05,33.89773646142323,-88.49202653994142,New Orleans,135,351,75,1785,medium,short,medium,high,Poor,Yes,No,low,high,high,low,medium,7
197,Earthquake,2012-12-10,41.50023902533985,-73.99771346954043,Houston,227,538,60,1974,slow,medium,medium,high,Good,No,Yes,medium,high,medium,low,high,6
198,Flood,2012-12-16,45.98062913267894,-70.59271200638284,Phoenix,324,669,14,603,fast,long,high,low,Poor,No,Yes,high,low,high,medium,high,9
199,Hurricane,2012-12-21,37.41297415312525,-74.5262966309773,Houston,223,212,59,416,medium,long,high,high,Good,Yes,Yes,low,high,high,medium,low,8
200,Earthquake,2012-12-27,30.044659674861837,-86.42110606867794,Austin,345,366,36,1812,slow,long,low,high,Poor,Yes,No,high,low,low,low,high,8
201,Flood,2013-01-01,26.085625400818863,-96.40603379905284,Alaska,258,874,36,756,slow,medium,high,medium,Fair,Yes,No,high,high,medium,high,low,7
202,Hurricane,2013-01-07,39.31842114123728,-86.0893630426823,New Orleans,149,320,73,887,medium,medium,medium,medium,Good,No,No,medium,high,high,medium,medium,5
203,Tornado,2013-01-12,41.82336074756387,-104.05239223969872,Houston,86,463,15,1164,slow,long,medium,low,Poor,No,Yes,medium,high,high,high,low,5
204,Tornado,2013-01-18,40.35270758437822,-110.30232755513696,California,204,496,78,1363,slow,long,low,low,Poor,No,No,high,medium,medium,medium,low,7
205,Earthquake,2013-01-23,26.191448365969368,-105.52694997856,Phoenix,439,641,61,1908,fast,long,high,medium,Fair,No,No,high,medium,high,high,low,6
206,Hurricane,2013-01-29,35.7934272681309,-106.5600915293497,Alaska,177,621,89,743,fast,long,high,high,Fair,No,Yes,low,high,low,high,low,5
207,Hurricane,2013-02-03,33.41202515214188,-94.84989150186004,New Orleans,272,678,29,479,slow,medium,medium,medium,Good,No,No,medium,low,high,low,medium,7
208,Tornado,2013-02-09,30.5475607201846,-95.14853706942765,California,127,130,39,696,medium,medium,low,medium,Fair,Yes,No,low,high,low,high,high,7
209,Hurricane,2013-02-14,36.11717301458812,-106.06867052269104,Phoenix,337,584,31,698,slow,short,high,high,Good,No,No,medium,high,medium,high,high,7
210,Hurricane,2013-02-20,32.667962091607485,-104.06272407987952,Houston,481,114,12,1672,slow,short,medium,medium,Fair,No,No,high,high,high,medium,high,5
211,Earthquake,2013-02-25,37.91396122382817,-106.96035975737512,Phoenix,298,991,13,557,fast,long,high,medium,Good,Yes,No,low,high,medium,high,high,7
212,Earthquake,2013-03-03,31.7619785354244,-119.2661961005016,California,493,762,77,693,medium,long,high,high,Good,No,Yes,medium,medium,medium,low,high,8
213,Tornado,2013-03-08,37.93471912455044,-86.68449277924691,California,257,716,16,1383,fast,long,medium,medium,Fair,Yes,No,medium,high,medium,low,medium,8
214,Earthquake,2013-03-13,30.02294603758022,-98.00423499473084,California,209,691,77,1613,fast,long,high,high,Good,Yes,No,medium,high,high,low,high,6
215,Tornado,2013-03-19,47.09055880502424,-103.83883604988355,Alaska,279,573,22,1139,slow,medium,medium,high,Fair,No,Yes,high,high,medium,medium,high,7
216,Hurricane,2013-03-24,48.567539502749554,-102.29120692391862,California,492,117,50,826,fast,long,high,high,Poor,No,No,medium,high,medium,medium,high,7
217,Flood,2013-03-30,25.504735903534154,-109.63044561569367,Phoenix,114,942,94,301,fast,medium,low,low,Poor,Yes,Yes,medium,medium,high,low,medium,5
218,Tornado,2013-04-04,36.30807787386178,-89.6909564646557,Alaska,148,839,20,238,medium,long,high,medium,Good,Yes,Yes,medium,medium,low,medium,high,6
219,Tornado,2013-04-10,26.77446276023897,-110.54132750000733,Phoenix,333,795,82,257,fast,medium,medium,high,Fair,Yes,Yes,medium,low,medium,low,high,5
220,Hurricane,2013-04-15,40.07402152622213,-119.73971837348206,New Orleans,495,771,35,1357,fast,long,high,medium,Fair,No,No,high,medium,medium,low,high,5
221,Tornado,2013-04-21,45.21461676724032,-107.46858216562735,Austin,474,811,61,412,slow,long,high,high,Fair,Yes,No,high,high,medium,high,low,5
222,Earthquake,2013-04-26,41.33939315737454,-124.12190137323203,New Orleans,304,573,36,567,slow,medium,high,low,Fair,Yes,No,low,medium,medium,high,low,5
223,Flood,2013-05-02,35.09041027022979,-101.81962605840826,New Orleans,487,576,32,396,fast,long,low,medium,Good,No,No,medium,high,high,medium,medium,5
224,Hurricane,2013-05-07,47.99686945309276,-83.9439598450437,Alaska,116,543,22,766,fast,long,high,high,Poor,No,No,low,low,low,low,high,9
225,Earthquake,2013-05-13,44.18842132407853,-114.0480628997844,Alaska,340,851,98,1431,medium,long,low,high,Poor,Yes,No,high,high,high,low,high,6
226,Earthquake,2013-05-18,45.22594336029867,-78.13935198538827,New Orleans,181,851,17,1756,medium,long,high,high,Poor,No,Yes,high,medium,high,medium,low,9
227,Flood,2013-05-24,34.16707514415183,-115.93084958940788,California,280,961,63,1578,slow,short,medium,high,Fair,No,Yes,medium,medium,medium,medium,medium,6
228,Tornado,2013-05-29,27.04666608225408,-75.64010746308469,Austin,302,678,61,1214,slow,short,high,medium,Good,Yes,Yes,high,medium,high,medium,high,5
229,Hurricane,2013-06-04,36.930739544358616,-95.32590880364704,Alaska,395,974,25,1081,medium,short,high,medium,Poor,Yes,Yes,high,medium,high,medium,high,9
230,Hurricane,2013-06-09,29.499121678798154,-73.80815916420437,Phoenix,440,337,27,916,medium,long,medium,high,Poor,Yes,No,low,high,high,low,medium,7
231,Tornado,2013-06-15,49.24159475540178,-92.43813821523622,California,164,842,28,1799,medium,long,low,medium,Good,No,Yes,high,high,medium,medium,low,7
232,Flood,2013-06-20,48.36741192069182,-89.4516728289133,Austin,55,847,77,1326,slow,medium,medium,high,Good,No,Yes,medium,high,high,medium,high,7
233,Flood,2013-06-26,32.20880398483013,-86.98088639176083,Austin,276,654,11,1354,fast,long,high,high,Poor,Yes,Yes,high,high,high,low,low,7
234,Tornado,2013-07-01,29.09597692317572,-86.69990257773867,Austin,416,987,58,1426,medium,long,high,medium,Fair,No,Yes,medium,medium,medium,high,high,9
235,Hurricane,2013-07-07,46.01828759631779,-119.24084555790716,Phoenix,57,527,11,989,slow,short,high,high,Fair,No,Yes,high,low,high,medium,medium,9
236,Earthquake,2013-07-12,47.4259258468429,-99.170064040377,Austin,488,771,98,1129,medium,long,high,high,Good,Yes,Yes,high,low,high,high,medium,6
237,Flood,2013-07-18,49.78612415891813,-112.52759502031918,New Orleans,195,545,41,384,slow,short,low,high,Good,Yes,Yes,medium,low,medium,medium,medium,8
238,Hurricane,2013-07-23,43.21490113324215,-75.03893983828728,Austin,239,152,49,1465,slow,medium,medium,medium,Poor,Yes,No,medium,high,high,medium,low,8
239,Earthquake,2013-07-29,45.25895046484564,-72.5982931189608,California,107,748,39,569,fast,long,high,medium,Fair,Yes,Yes,high,high,medium,medium,high,8
240,Hurricane,2013-08-03,38.33583510765455,-98.23485373356031,New Orleans,263,763,75,361,medium,long,high,medium,Good,No,Yes,high,medium,medium,high,low,5
241,Earthquake,2013-08-09,38.10055819222758,-114.80059723944925,California,92,517,10,494,medium,medium,high,high,Good,Yes,Yes,high,medium,high,low,low,9
242,Tornado,2013-08-14,40.294422942338166,-103.01381403393924,Alaska,181,456,13,915,slow,long,medium,high,Poor,No,Yes,medium,medium,low,low,high,9
243,Tornado,2013-08-20,44.66664646398523,-98.28990876320604,Alaska,256,261,32,678,fast,long,high,medium,Good,Yes,Yes,medium,low,low,high,low,7
244,Tornado,2013-08-25,42.4924583671034,-114.6869551998606,Alaska,386,239,40,1446,medium,long,low,high,Poor,Yes,No,high,medium,high,medium,medium,5
245,Earthquake,2013-08-30,30.260758132604032,-89.20702036249793,New Orleans,392,757,13,554,slow,long,high,low,Fair,No,Yes,low,high,medium,high,high,6
246,Flood,2013-09-05,46.57664449316253,-74.46489702034576,Houston,476,459,38,1169,medium,medium,high,medium,Good,Yes,No,low,low,low,high,medium,8
247,Flood,2013-09-10,33.404972391651384,-113.58463027835322,Austin,423,296,34,1084,slow,long,high,high,Good,Yes,No,medium,medium,medium,high,low,9
248,Tornado,2013-09-16,36.222545807668,-90.3268863993161,Phoenix,171,463,79,918,fast,medium,high,high,Fair,Yes,No,high,high,medium,high,low,7
249,Tornado,2013-09-21,44.12956144572314,-107.4419610231388,Austin,281,146,58,533,medium,medium,medium,high,Good,Yes,Yes,high,medium,medium,high,medium,9
250,Hurricane,2013-09-27,45.19378923758791,-91.76103151722398,California,130,833,46,1286,medium,short,medium,low,Fair,Yes,No,low,high,high,medium,high,6
251,Earthquake,2013-10-02,49.93330988680587,-76.15319000718279,Houston,62,255,41,910,fast,long,high,low,Poor,Yes,No,low,medium,medium,medium,low,7
252,Hurricane,2013-10-08,49.019916241627584,-103.57844877119057,Alaska,248,534,53,1004,medium,long,high,medium,Good,No,Yes,high,medium,low,medium,medium,6
253,Earthquake,2013-10-13,33.04776006236204,-124.35860753018795,Alaska,476,116,12,1369,slow,short,high,medium,Poor,Yes,Yes,medium,low,low,medium,high,9
254,Hurricane,2013-10-19,44.8024236691762,-96.43338813462732,New Orleans,263,731,65,211,medium,long,high,high,Good,Yes,No,medium,low,high,medium,high,6
255,Hurricane,2013-10-24,30.678242488883058,-99.26713570187974,Austin,494,611,40,686,slow,short,medium,high,Fair,Yes,No,high,high,medium,high,low,8
256,Hurricane,2013-10-30,44.3417000583666,-95.60187145100107,Austin,350,377,20,1392,slow,long,high,low,Fair,Yes,Yes,high,low,medium,low,medium,9
257,Hurricane,2013-11-04,44.26538633268451,-101.4570798286258,Austin,490,598,75,296,slow,long,high,medium,Poor,No,Yes,medium,high,high,high,high,7
258,Hurricane,2013-11-10,29.79876275744086,-99.2145639451949,Phoenix,190,828,13,1431,slow,medium,high,medium,Fair,Yes,No,medium,low,high,low,high,9
259,Tornado,2013-11-15,42.306027291925936,-115.74732663843528,Houston,229,230,63,375,medium,short,medium,medium,Fair,No,Yes,high,low,medium,low,low,9
260,Hurricane,2013-11-21,45.52924643923637,-121.76630378264252,Houston,110,870,45,225,slow,short,high,medium,Fair,Yes,Yes,low,high,high,low,high,5
261,Earthquake,2013-11-26,47.3200643509063,-103.47022952311876,Austin,491,872,68,1310,fast,long,medium,high,Fair,No,Yes,high,medium,high,low,high,5
262,Tornado,2013-12-02,31.01143957850804,-73.24240054341085,New Orleans,82,754,76,1904,medium,long,high,low,Fair,Yes,Yes,low,low,high,high,low,7
263,Hurricane,2013-12-07,27.40459906629568,-91.28973546464005,New Orleans,408,495,98,745,medium,long,high,medium,Poor,No,Yes,high,medium,medium,high,high,9
264,Hurricane,2013-12-13,36.42575804662757,-117.82854488743313,Austin,209,308,24,1801,fast,long,medium,medium,Good,No,Yes,medium,high,medium,high,medium,6
265,Tornado,2013-12-18,40.564008334534144,-73.65847740752358,Austin,50,437,51,656,medium,long,high,medium,Poor,Yes,No,high,high,medium,high,high,9
266,Hurricane,2013-12-24,44.35705648717607,-96.46801561356575,California,186,339,60,1317,medium,medium,high,high,Good,Yes,Yes,medium,medium,medium,high,high,7
267,Tornado,2013-12-29,42.38142401696133,-106.16529923601126,California,493,473,44,644,slow,long,medium,medium,Fair,Yes,Yes,high,low,high,low,low,7
268,Tornado,2014-01-04,33.36939149492121,-123.8585191827501,California,441,236,96,1274,medium,medium,low,medium,Poor,No,No,medium,medium,medium,medium,low,7
269,Earthquake,2014-01-09,41.60389841374313,-100.0591583449489,Austin,221,730,51,1453,medium,long,low,medium,Poor,Yes,Yes,medium,medium,high,high,low,9
270,Tornado,2014-01-15,41.442522595855024,-114.55215596401806,Austin,430,986,42,906,slow,medium,high,high,Poor,Yes,No,medium,medium,low,low,high,6
271,Earthquake,2014-01-20,44.18895178245288,-119.70625460017166,California,100,533,66,577,medium,long,medium,low,Fair,No,Yes,medium,medium,high,low,high,5
272,Hurricane,2014-01-26,45.21546033778179,-105.95527953925536,Houston,131,378,21,1766,medium,long,high,low,Fair,No,Yes,medium,low,medium,low,high,9
273,Earthquake,2014-01-31,33.62184195609544,-110.97701018176409,Austin,243,635,60,1475,medium,long,high,high,Poor,Yes,Yes,medium,low,medium,medium,high,8
274,Hurricane,2014-02-05,37.095267570792224,-88.1834814916408,Phoenix,53,526,14,253,medium,long,low,high,Good,No,No,medium,high,high,medium,low,6
275,Hurricane,2014-02-11,28.305995752315926,-85.5749638483061,Phoenix,328,289,47,1851,medium,medium,low,medium,Good,Yes,No,low,medium,high,low,medium,6
276,Tornado,2014-02-16,33.03534042335736,-72.04199869621661,Alaska,211,965,71,1090,medium,short,high,low,Good,No,No,high,high,medium,medium,low,9
277,Flood,2014-02-22,26.85935343605184,-113.65340657882462,New Orleans,389,545,88,1489,slow,long,high,medium,Good,No,Yes,high,high,high,high,low,7
278,Tornado,2014-02-27,34.48564674331085,-82.35015495417214,Houston,332,983,91,1829,medium,long,high,high,Poor,No,Yes,medium,low,medium,low,high,7
279,Tornado,2014-03-05,35.2623392343443,-111.53914132144668,Houston,358,151,55,571,medium,short,high,high,Poor,No,No,high,medium,low,high,low,5
280,Tornado,2014-03-10,42.07380122509293,-96.24372773257636,Phoenix,491,507,22,1082,medium,medium,high,high,Good,No,Yes,low,medium,high,high,high,9
281,Flood,2014-03-16,34.16305951284636,-89.38598265569836,New Orleans,360,580,86,1503,medium,long,high,high,Fair,No,No,medium,medium,medium,low,medium,5
282,Hurricane,2014-03-21,30.850571275841236,-106.07216600870532,California,286,231,74,1634,slow,long,high,medium,Good,Yes,No,high,medium,high,medium,high,7
283,Flood,2014-03-27,30.012234425607343,-111.8961422596931,Houston,164,133,39,1977,medium,long,high,high,Fair,Yes,Yes,high,high,medium,medium,high,7
284,Hurricane,2014-04-01,36.71392663405112,-106.92403606047571,Alaska,97,429,96,1930,medium,long,high,low,Good,Yes,Yes,medium,high,high,medium,high,7
285,Hurricane,2014-04-07,49.67899030198907,-112.91995507000937,New Orleans,284,276,48,1432,medium,long,medium,high,Poor,No,Yes,medium,high,low,medium,medium,9
286,Earthquake,2014-04-12,27.192060524171435,-87.58467127068022,Austin,321,165,37,1521,fast,long,medium,high,Fair,Yes,Yes,high,high,high,high,medium,8
287,Hurricane,2014-04-18,33.0009766926191,-92.93311319760237,California,322,607,28,1115,fast,medium,low,high,Fair,No,No,high,high,high,low,low,7
288,Flood,2014-04-23,47.87988459263705,-115.1443094099173,Phoenix,301,893,52,1871,medium,long,medium,low,Fair,No,Yes,high,low,low,high,low,6
289,Hurricane,2014-04-29,39.29909332275492,-106.71811146095584,Alaska,431,338,57,838,medium,long,medium,high,Poor,No,No,medium,medium,medium,high,medium,8
290,Tornado,2014-05-04,39.22781052941016,-93.68550755488631,Austin,243,149,83,1731,medium,long,medium,medium,Good,Yes,Yes,high,low,medium,low,low,5
291,Earthquake,2014-05-10,33.04676737855329,-104.70913248358085,Alaska,172,998,88,801,fast,long,low,low,Good,Yes,Yes,high,low,high,high,high,8
292,Hurricane,2014-05-15,49.48496973528758,-88.77291126071701,California,351,380,95,795,slow,medium,high,low,Good,No,Yes,medium,medium,low,high,medium,7
293,Flood,2014-05-21,46.084544207187264,-101.19601869039516,Phoenix,371,210,15,1604,medium,long,low,medium,Poor,No,Yes,high,medium,high,low,medium,6
294,Earthquake,2014-05-26,28.20177073124735,-113.09978854667251,Alaska,75,497,38,564,slow,medium,medium,medium,Poor,No,Yes,low,high,medium,high,low,7
295,Flood,2014-06-01,25.765962269914297,-114.27019538718991,Alaska,348,148,75,1762,slow,long,medium,low,Fair,No,Yes,medium,medium,medium,medium,low,7
296,Hurricane,2014-06-06,36.5809379136312,-120.95213314916012,California,269,412,75,1327,fast,long,low,medium,Fair,No,No,medium,medium,medium,high,high,7
297,Flood,2014-06-12,27.26863990965997,-92.15045442659316,New Orleans,64,801,24,403,slow,long,low,medium,Good,Yes,Yes,high,medium,high,medium,medium,5
298,Tornado,2014-06-17,26.47222749495417,-101.12726280627528,New Orleans,445,921,88,358,fast,long,low,low,Good,No,No,high,high,high,medium,high,9
299,Hurricane,2014-06-23,45.88308955494891,-71.49608273058712,Phoenix,102,278,22,660,medium,medium,medium,high,Good,No,No,low,high,high,high,high,5
300,Hurricane,2014-06-28,42.83468104837453,-101.35078258080074,Phoenix,448,450,85,518,slow,short,low,high,Poor,Yes,No,high,low,medium,low,medium,5
301,Tornado,2014-07-04,43.64179348066234,-109.8941678663032,Austin,250,631,32,1163,fast,short,high,high,Fair,Yes,No,medium,medium,low,high,medium,6
302,Earthquake,2014-07-09,43.75393638661686,-94.29818684970472,California,411,110,41,662,medium,long,high,medium,Poor,Yes,No,medium,low,low,low,low,5
303,Flood,2014-07-15,42.99132457075244,-100.61171710061996,Austin,311,540,15,1589,medium,short,high,high,Fair,No,Yes,high,high,medium,high,medium,9
304,Hurricane,2014-07-20,36.62141769217493,-121.5386376532597,Alaska,387,128,77,1605,fast,medium,high,high,Fair,Yes,Yes,medium,high,low,medium,medium,8
305,Tornado,2014-07-25,46.44905340702661,-104.65539544237978,New Orleans,159,997,16,1200,fast,long,low,medium,Good,No,Yes,high,high,low,medium,low,8
306,Flood,2014-07-31,28.923236946809,-70.28115587932845,California,206,496,97,1530,medium,short,high,medium,Fair,No,No,medium,low,medium,medium,high,7
307,Hurricane,2014-08-05,44.541223115470935,-99.95279755551636,Houston,158,147,56,1946,slow,long,high,high,Fair,Yes,No,high,high,medium,medium,high,9
308,Flood,2014-08-11,27.207043660204445,-111.67650690148636,California,324,656,54,417,slow,long,high,high,Fair,No,Yes,high,medium,medium,low,medium,6
309,Tornado,2014-08-16,44.73063733780645,-105.66088751604462,Alaska,427,411,13,1535,slow,short,low,medium,Good,No,No,medium,low,high,high,medium,5
310,Hurricane,2014-08-22,35.78511469300368,-86.6478708153299,Houston,392,452,83,964,slow,medium,high,high,Fair,No,Yes,high,high,medium,medium,high,9
311,Flood,2014-08-27,26.99155592138509,-72.50029155648741,Houston,403,165,50,1142,fast,medium,high,low,Fair,Yes,No,low,high,high,medium,high,8
312,Tornado,2014-09-02,28.486645184571387,-113.66029994928466,California,433,570,50,393,slow,long,medium,high,Good,Yes,Yes,high,medium,low,low,low,5
313,Hurricane,2014-09-07,32.94350868175789,-77.90504864898544,California,287,166,11,1034,slow,medium,low,medium,Good,Yes,No,medium,high,low,high,low,6
314,Hurricane,2014-09-13,49.68226286442517,-73.26203032842122,Austin,211,587,53,499,fast,medium,medium,high,Good,Yes,Yes,high,medium,high,high,high,9
315,Hurricane,2014-09-18,46.92438692421452,-113.00780104678252,Alaska,465,307,52,341,medium,long,high,low,Fair,Yes,No,medium,medium,high,high,high,6
316,Tornado,2014-09-24,36.34172412342765,-113.4583194814633,Alaska,80,341,79,1347,slow,long,medium,high,Poor,Yes,Yes,high,high,high,medium,medium,7
317,Tornado,2014-09-29,37.93118951125217,-122.2944918031486,New Orleans,287,186,89,1909,medium,long,medium,medium,Fair,Yes,Yes,medium,high,high,medium,high,7
318,Hurricane,2014-10-05,42.40854709247756,-81.93501747222602,Austin,146,163,73,1882,fast,medium,high,medium,Poor,Yes,No,high,medium,high,medium,low,6
319,Tornado,2014-10-10,46.29205452490714,-101.73800517430404,New Orleans,114,973,58,1534,slow,short,high,high,Fair,Yes,No,high,low,low,high,high,5
320,Earthquake,2014-10-16,34.54259731555721,-113.2475908449049,Alaska,281,706,58,967,fast,long,high,low,Fair,Yes,No,high,low,high,high,high,7
321,Tornado,2014-10-21,39.82348216469211,-120.84178387338292,New Orleans,429,394,90,290,medium,medium,high,medium,Good,No,No,medium,medium,low,high,low,7
322,Tornado,2014-10-27,32.00293364610254,-82.48194019095834,Austin,361,647,21,900,fast,long,high,medium,Poor,No,No,high,medium,medium,medium,medium,5
323,Earthquake,2014-11-01,38.55227800482968,-92.44360845994036,Alaska,462,667,47,795,slow,medium,low,high,Poor,No,No,medium,medium,low,medium,low,9
324,Earthquake,2014-11-07,46.77953247183315,-119.72817137123972,Austin,478,146,77,1809,fast,long,medium,high,Good,No,Yes,medium,medium,medium,medium,low,7
325,Flood,2014-11-12,25.032610004660995,-91.78410539035914,Phoenix,98,647,55,207,slow,long,medium,medium,Fair,Yes,No,medium,medium,medium,medium,high,9
326,Flood,2014-11-18,27.45109247527463,-80.93624244067973,Houston,281,524,76,411,slow,long,medium,high,Good,Yes,Yes,medium,medium,low,low,medium,8
327,Tornado,2014-11-23,36.46831321877357,-103.86251018973012,Alaska,434,166,77,420,slow,long,high,high,Fair,No,Yes,medium,medium,medium,high,high,9
328,Tornado,2014-11-29,27.99728328508024,-117.27424347469425,New Orleans,354,745,11,734,medium,medium,high,high,Poor,No,Yes,medium,high,high,medium,low,6
329,Earthquake,2014-12-04,39.288221776042285,-75.66633337930413,Alaska,374,123,61,1214,fast,long,high,high,Poor,No,No,medium,high,medium,high,high,7
330,Hurricane,2014-12-10,38.46474255988619,-116.85096239375268,Alaska,196,298,35,344,slow,short,high,low,Poor,Yes,No,medium,high,low,low,high,9
331,Earthquake,2014-12-15,38.22314187841419,-75.91767014498593,California,494,819,82,1507,slow,long,high,high,Fair,Yes,Yes,medium,medium,high,high,high,8
332,Flood,2014-12-21,40.01854712148867,-75.91841321228429,California,113,152,56,1864,slow,long,low,medium,Poor,No,No,medium,high,low,high,low,9
333,Earthquake,2014-12-26,36.80017509825767,-92.0298896503826,Alaska,303,173,51,1193,medium,long,high,high,Good,No,No,medium,low,medium,high,high,5
334,Earthquake,2015-01-01,39.18738674016403,-70.07090728286519,Houston,463,855,18,445,slow,long,medium,medium,Poor,Yes,Yes,medium,medium,medium,low,high,6
335,Flood,2015-01-06,49.32565807117926,-103.0008152857222,Phoenix,220,698,91,1602,slow,long,low,high,Poor,Yes,Yes,high,medium,low,low,low,6
336,Tornado,2015-01-11,44.02286894450211,-117.56713087481256,Houston,357,138,80,971,fast,medium,low,low,Fair,Yes,Yes,low,high,medium,low,low,9
337,Hurricane,2015-01-17,29.481204392110342,-111.06429499170044,Austin,99,800,22,706,medium,long,medium,high,Fair,Yes,No,medium,high,high,medium,high,9
338,Tornado,2015-01-22,39.75879018418907,-82.84406015336668,Houston,277,896,27,236,medium,long,high,medium,Poor,No,No,medium,medium,medium,high,low,7
339,Earthquake,2015-01-28,45.21372426266737,-97.61109032659728,New Orleans,484,269,79,306,slow,medium,medium,high,Good,Yes,Yes,high,high,low,medium,high,6
340,Hurricane,2015-02-02,33.17118837650031,-104.6212696344998,Austin,161,545,42,1713,slow,long,high,medium,Good,Yes,No,high,high,medium,high,medium,7
341,Earthquake,2015-02-08,45.65796426941554,-112.98396882318173,Austin,454,185,95,913,fast,medium,high,high,Poor,No,Yes,high,high,high,medium,high,7
342,Flood,2015-02-13,38.02747914033319,-97.59000870988046,Phoenix,427,607,58,491,fast,long,low,medium,Poor,No,Yes,medium,high,medium,high,high,6
343,Earthquake,2015-02-19,26.339646644245327,-88.30623027581001,Austin,228,367,99,859,slow,short,high,medium,Poor,Yes,Yes,high,high,medium,medium,medium,5
344,Earthquake,2015-02-24,38.9144868214464,-100.24429012290946,California,204,114,21,210,fast,long,medium,low,Poor,Yes,No,low,high,high,low,high,7
345,Tornado,2015-03-02,34.192767714235266,-97.55892761430393,Houston,183,941,79,1497,medium,medium,medium,low,Poor,No,Yes,medium,medium,high,high,high,5
346,Tornado,2015-03-07,46.635771227904215,-81.22046653518584,Phoenix,418,977,88,268,medium,long,medium,low,Good,Yes,No,medium,high,high,low,low,8
347,Tornado,2015-03-13,43.466674530273,-108.93201159433504,California,388,331,34,407,slow,medium,low,low,Poor,Yes,Yes,medium,medium,high,high,high,9
348,Hurricane,2015-03-18,42.9219998706925,-73.09679103176607,California,55,382,85,713,slow,medium,high,medium,Good,Yes,No,high,medium,low,low,medium,5
349,Earthquake,2015-03-24,28.70759800103788,-85.96295146883432,Alaska,268,840,45,667,slow,long,medium,medium,Fair,No,Yes,low,high,medium,medium,low,9
350,Flood,2015-03-29,42.76170702401605,-80.43853186156554,Phoenix,266,779,56,1589,medium,long,medium,high,Fair,No,Yes,medium,low,medium,medium,high,9
351,Hurricane,2015-04-04,44.43675874801238,-119.56984000113002,Phoenix,188,703,54,1406,medium,long,low,medium,Good,No,No,high,medium,medium,high,medium,8
352,Tornado,2015-04-09,44.16834036749376,-110.522049494636,Houston,410,592,12,435,fast,long,medium,medium,Good,Yes,No,medium,high,high,medium,low,9
353,Flood,2015-04-15,33.627273698030045,-107.80889136635535,California,141,786,80,1270,slow,long,high,high,Poor,No,Yes,high,medium,low,low,high,7
354,Flood,2015-04-20,48.60481305949469,-81.38186196067576,Houston,194,460,55,519,slow,long,high,low,Good,No,Yes,low,medium,high,high,low,9
